mondo_id,provided_name,mondo_preferred_name,match_type,has_synonym_match,possible_name_conflict,action_recommendation,notes
MONDO:0015779,NOT_FOUND,"45,X/46,XY mixed gonadal dysgenesis",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975839,NOT_FOUND,pancreatic agenesis 3,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975840,NOT_FOUND,retinitis pigmentosa 98,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975841,NOT_FOUND,"fibromatosis, gingival, 6",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975842,NOT_FOUND,spermatogenic failure 96,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975843,NOT_FOUND,premature ovarian failure 25,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975846,NOT_FOUND,"congenital disorder of glycosylation, type 1DD",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975847,NOT_FOUND,autoimmune disease with susceptibility to mycobacterium tuberculosis,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975848,NOT_FOUND,Morimoto-Ryu-Malicdan neuromuscular syndrome,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975874,NOT_FOUND,"neurodevelopmental disorder with dysmorphic facies, absent speech and ambulation, and brain abnormalities",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975875,NOT_FOUND,"basal ganglia calcification, idiopathic, 10, autosomal recessive",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0015780,NOT_FOUND,dyskeratosis congenita,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975877,NOT_FOUND,neurodevelopmental disorder with variable familial hypercholanemia,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975951,NOT_FOUND,"spastic paraplegia, mitochondrial",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
